物件名,住所,交通,築年数,部屋名,賃料,敷金,礼金,占有面積,間取り,所在階,向き,画像
ロイヤルパークスシーサー南千住,東京都荒川区南千住3丁目41番7号,東京メトロ日比谷線 南千住駅 徒歩 9 分,2006年9月,ロイヤルパークスシーサー南千住,"23.6万円(20,000円)",1ヶ月,1ヶ月,84.88m²,2LDK,7階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F142594%252Frent%252F130404%252F1%252F1%252Fh4mo.jpg&width=100&height=100
ルミナス西日暮里,東京都荒川区西日暮里1丁目2-2,京成本線 新三河島駅 徒歩 3 分,2020年7月,ルミナス西日暮里,"9万円(15,000円)",無,無,25.26m²,1K,2階,北東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fe4adc14e-cb98-4949-aa77-1a5a63bd3882_property_picture_4104_large.jpg&width=100&height=100
ルミナス西日暮里,東京都荒川区西日暮里1丁目2-2,京成本線 新三河島駅 徒歩 3 分,2020年7月,ルミナス西日暮里,"9.5万円(15,000円)",無,無,26.42m²,1K,2階,北東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F145702%252Frent%252F136867%252F1%252F2%252F3eea.jpg&width=100&height=100
ルミナス西日暮里,東京都荒川区西日暮里1丁目2-2,京成本線 新三河島駅 徒歩 3 分,2020年7月,ルミナス西日暮里,"13.5万円(15,000円)",無,無,32.16m²,1LDK,2階,北東,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F033b48f6-a3fd-4bd7-b4ac-9460e2e6c24a_property_picture_4104_large.jpg&width=100&height=100
プライムアーバン西日暮里,東京都荒川区西日暮里1丁目,京成本線 新三河島駅 徒歩 5 分,2004年2月,プライムアーバン西日暮里,"25.1万円(20,000円)",1ヶ月,無,64.98m²,2LDK,5階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F65f06aad-099c-4e33-8906-cd913bbd2473_property_picture_4104_large.jpg&width=100&height=100
プライムアーバン西日暮里,東京都荒川区西日暮里1丁目,京成本線 新三河島駅 徒歩 5 分,2004年2月,プライムアーバン西日暮里,"25.5万円(20,000円)",1ヶ月,無,65.29m²,2LDK,6階,南,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F205506%252F1%252F1%252Fnr3p.jpg&width=100&height=100
プライムアーバン西日暮里,東京都荒川区西日暮里1丁目,京成本線 新三河島駅 徒歩 5 分,2004年2月,プライムアーバン西日暮里,"25.7万円(20,000円)",1ヶ月,無,65.29m²,2LDK,8階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F205508%252F1%252F1%252Fcw8f.jpg&width=100&height=100
プライムアーバン西日暮里,東京都荒川区西日暮里1丁目,京成本線 新三河島駅 徒歩 5 分,2004年2月,プライムアーバン西日暮里 0501,"26.6万円(10,000円)",1ヶ月,無,64.98m²,2LDK,5階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F127689%252Frent%252F165268%252F1%252F1%252F3xnv.jpg&width=100&height=100
テラス南千住,東京都荒川区南千住5丁目,JR常磐線(上野～取手) 南千住駅 徒歩 2 分,2022年5月,テラス南千住 0401,"20万円(15,000円)",1ヶ月,無,50.1m²,2LDK,4階,東,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F130951%252Frent%252F150150%252F1%252F2%252F4ore.jpg&width=100&height=100
テラス南千住,東京都荒川区南千住5丁目,JR常磐線(上野～取手) 南千住駅 徒歩 2 分,2022年5月,テラス南千住,"20万円(15,000円)",1ヶ月,無,50.01m²,2LDK,4階,東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F405cdce0-0d86-46b3-8d6b-569a8d789d36_property_picture_4104_large.jpg&width=100&height=100
テラス南千住,東京都荒川区南千住5丁目,JR常磐線(上野～取手) 南千住駅 徒歩 2 分,2022年5月,テラス南千住,"20.2万円(15,000円)",1ヶ月,無,50.1m²,2LDK,6階,東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F149690%252Frent%252F32113%252F1%252F2%252Ffkfc.jpg&width=100&height=100
テラス南千住,東京都荒川区南千住5丁目,JR常磐線(上野～取手) 南千住駅 徒歩 2 分,2022年5月,テラス南千住,"20.2万円(15,000円)",1ヶ月,無,50.01m²,2LDK,6階,東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F9a5fd45b-4628-4471-8959-6815485f81ac_property_picture_4104_large.jpg&width=100&height=100
オルテハウス,東京都荒川区東尾久4丁目1番13号,JR山手線 西日暮里駅 徒歩 12 分,2008年7月,オルテハウス,"10万円(11,000円)",無,1ヶ月,29.84m²,1K,6階,北東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F9e8ecf1f-ea48-43bf-8d3e-8d106092ad25_property_picture_4104_large.jpg&width=100&height=100
クレストコート東日暮里,東京都荒川区東日暮里4丁目,JR山手線 鶯谷駅 徒歩 7 分,2024年4月,クレストコート東日暮里,"24万円(20,000円)",1ヶ月,無,51.76m²,2LDK,4階,東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F202031%252F1%252F1%252Fqeqi.jpg&width=100&height=100
クレストコート東日暮里,東京都荒川区東日暮里4丁目,JR山手線 鶯谷駅 徒歩 7 分,2024年4月,クレストコート東日暮里,"25万円(20,000円)",1ヶ月,無,52.12m²,2LDK,9階,東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F154195%252Frent%252F1864%252F1%252F2%252Ftxby.jpg&width=100&height=100
BELISTA,東京都荒川区東日暮里2丁目,東京メトロ日比谷線 三ノ輪駅 徒歩 8 分,2011年2月,ＢＥＬＩＳＴＡ東日暮里 701,28万円(-円),"280,000円","280,000円",82.07m²,3SLDK,7階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg-dk.s3-ap-northeast-1.amazonaws.com%252Fimg%252Froom%252F5095%252F5095597%252F5095597_1.jpg&width=100&height=100
町屋第2Mビル,東京都荒川区荒川6丁目2番8号,東京メトロ千代田線 町屋駅 徒歩 1 分,1989年5月,町屋第2Ｍビル 00902,"13.4万円(11,000円)",無,1.5ヶ月,52.25m²,3K,9階,西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fbcaa2bbd8d0b92c2584ec5e064a7c9de_adm_import_6005_large.jpg&width=100&height=100
アストラル町屋,東京都荒川区町屋3丁目8番16号,京成本線 町屋駅 徒歩 5 分,1984年7月,アストラル町屋,"6.2万円(4,000円)",1ヶ月,1ヶ月,16.27m²,ワンルーム,10階,東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F67642a20-505f-41d5-ac34-55ccfa951b2f_property_picture_4104_large.jpg&width=100&height=100
グレースレジデンス,東京都荒川区南千住5丁目3番21号,都電荒川線 三ノ輪橋駅 徒歩 3 分,2005年2月,グレースレジデンス 201,"18.5万円(12,000円)",1ヶ月,1ヶ月,71.26m²,3LDK,2階,西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F105197%252Frent%252F317920%252F1%252F2%252Fmbqs.jpg&width=100&height=100
小宮ビル,東京都荒川区西日暮里5丁目33番2号,JR山手線 西日暮里駅 徒歩 2 分,2004年11月,小宮ビル,"9.7万円(7,000円)",無,無,31.85m²,1K,7階,東,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Fb90a46b9-a2db-4433-8b94-d41608df4f32_property_picture_4104_large.jpg&width=100&height=100
光10マンション,東京都荒川区東尾久3丁目28番4号,東京メトロ千代田線 町屋駅 徒歩 12 分,1984年3月,光10．マンション 1005,"8.7万円(3,000円)",無,無,25.64m²,1DK,10階,南,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg.apamanshop.com%252Ffs%252FOriginal%252Fimg%252Fimages%252F5134920100%252F322498_13_000221_3281_M1.jpg%253Fsr.dw%253D431%2526sr.dh%253D431&width=100&height=100
ソラーナエム,東京都荒川区東日暮里6丁目57番2号,JR山手線 日暮里駅 徒歩 5 分,2017年2月,ソラーナ・エム 502,"13万円(11,000円)",無,1ヶ月,30.13m²,1K,5階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F121222%252Frent%252F225960%252F1%252F2%252F6bar.jpg&width=100&height=100
シェラトン南千住,東京都荒川区南千住7丁目,JR常磐線(上野～取手) 南千住駅 徒歩 4 分,2022年4月,シェラトン南千住,"9.2万円(9,000円)",1ヶ月,1ヶ月,28m²,1K,6階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F1a64d8d1-c98b-4022-8796-ce536bc7c2d0_property_picture_4104_large.jpg&width=100&height=100
アラモ・1,東京都荒川区荒川4丁目6番2号,京成本線 新三河島駅 徒歩 5 分,2006年3月,アラモ・1,"9.5万円(10,000円)",無,1ヶ月,25.48m²,1K,4階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F5e6c09b4-af0e-4055-98d0-54c03befab5c_property_picture_4104_large.jpg&width=100&height=100
アルカディア5,東京都荒川区南千住2丁目,JR常磐線(上野～取手) 南千住駅 徒歩 5 分,2015年8月,アルカディアV 304,"8.9万円(5,800円)",無,"99,000円",26.36m²,1K,3階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F126526%252Frent%252F66991%252F1%252F2%252Fg62n.jpg&width=100&height=100
モン エール 西日暮里,東京都荒川区西日暮里6丁目53-4,東京メトロ千代田線 西日暮里駅 徒歩 6 分,2022年3月,モン　エール　西日暮里 201,"21.5万円(9,200円)",無,1ヶ月,53.04m²,2LDK,2階,東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg-dk.s3-ap-northeast-1.amazonaws.com%252Fimg%252Froom%252F2718%252F2718320%252F2718320_1.jpg&width=100&height=100
アルカディアV,東京都荒川区南千住2丁目,東京メトロ日比谷線 南千住駅 徒歩 5 分,2015年8月,アルカディアV 304,"8.9万円(5,800円)",無,"99,000円",26.36m²,1K,3階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F126526%252Frent%252F66991%252F1%252F2%252Fg62n.jpg&width=100&height=100
ケイズコート,東京都荒川区南千住3丁目6番13号,JR常磐線(上野～取手) 南千住駅 徒歩 5 分,2010年6月,ケイズコート,"9.3万円(9,000円)",無,1ヶ月,26.52m²,1K,8階,南,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F137113%252Frent%252F31904%252F1%252F2%252Ff0ck.jpg&width=100&height=100
Tsgarden東尾久,東京都荒川区東尾久5丁目,都電荒川線 熊野前駅 徒歩 2 分,1994年3月,Ts garden東尾久,"13.8万円(10,000円)",1ヶ月,無,55.72m²,2LDK,3階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F20c2f9cf-dda2-4aab-9098-f470390c9377_property_picture_4104_large.jpg&width=100&height=100
グランカーサ三ノ輪V,東京都荒川区東日暮里2丁目26番,東京メトロ日比谷線 三ノ輪駅 徒歩 8 分,2024年6月,グランカーサ三ノ輪V 0601,"20.5万円(10,000円)",1ヶ月,1ヶ月,50.74m²,2LDK,6階,北,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F116846%252Frent%252F279014%252F1%252F1%252F8d0l.jpg&width=100&height=100
ルミエトワール,東京都荒川区南千住7丁目,JR常磐線(上野～取手) 南千住駅 徒歩 6 分,2021年6月,ルミエトワール,"9.1万円(9,000円)",1ヶ月,1ヶ月,25.27m²,1K,7階,西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F132062%252Frent%252F311137%252F1%252F2%252Fvnni.jpg&width=100&height=100
LaLa三ノ輪,東京都荒川区南千住1丁目15番8号,東京メトロ日比谷線 三ノ輪駅 徒歩 3 分,2023年11月,ララ三ノ輪 501,"10.6万円(10,000円)",1ヶ月,無,26.85m²,1K,5階,南西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F111440%252Frent%252F169893%252F1%252F2%252Fxk3r.jpg&width=100&height=100
ディップス西日暮里,東京都荒川区荒川5丁目5番5号,京成本線 新三河島駅 徒歩 3 分,2017年7月,DIPS西日暮里,"11.8万円(15,000円)",無,1ヶ月,32.61m²,ワンルーム,2階,北東,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107095%252Frent%252F122619%252F1%252F1%252Flmnw.jpg&width=100&height=100
ディップス西日暮里,東京都荒川区荒川5丁目5番5号,京成本線 新三河島駅 徒歩 3 分,2017年7月,DIPS西日暮里 501,"11.9万円(15,000円)",無,1ヶ月,32.61m²,ワンルーム,5階,北西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttps%253A%252F%252Fimg-dk.s3-ap-northeast-1.amazonaws.com%252Fimg%252Froom%252F4482%252F4482124%252F4482124_1.jpg&width=100&height=100
ディップス西日暮里,東京都荒川区荒川5丁目5番5号,京成本線 新三河島駅 徒歩 3 分,2017年7月,ＤＩＰＳ西日暮里,"13.7万円(15,000円)",無,無,32.61m²,ワンルーム,5階,北西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F147374%252Frent%252F46369%252F1%252F1%252Fvut1.jpg&width=100&height=100
マキシヴ西日暮里アレグリアコート,東京都荒川区西日暮里1丁目38番13号,京成本線 新三河島駅 徒歩 2 分,2018年2月,ＭＡＸＩＶ西日暮里アレグリアコート,"9万円(10,000円)",無,1ヶ月,25.8m²,1K,8階,西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F151480%252Frent%252F48342%252F1%252F2%252Feefu.jpg&width=100&height=100
マキシヴ西日暮里アレグリアコート,東京都荒川区西日暮里1丁目38番13号,京成本線 新三河島駅 徒歩 2 分,2018年2月,マキシヴ西日暮里アレグリアコート 207,"18万円(20,000円)",無,1ヶ月,51.21m²,2LDK,2階,西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F146901%252Frent%252F21235%252F1%252F1%252F0qt9.jpg&width=100&height=100
鶯谷マンション,東京都荒川区東日暮里5丁目8番3号,JR京浜東北線 鶯谷駅 徒歩 5 分,1971年8月,鶯谷マンション,"9.5万円(15,000円)",無,無,33.11m²,1LDK,6階,南,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F108926%252Frent%252F115485%252F1%252F2%252Fsfwp.jpg&width=100&height=100
鶯谷マンション,東京都荒川区東日暮里5丁目8番3号,JR京浜東北線 鶯谷駅 徒歩 5 分,1971年8月,鶯谷マンション,"9.5万円(15,000円)",無,無,33.11m²,1LDK,2階,東,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F3b5f8edc-c453-4712-9034-4754db842ea8_property_picture_4104_large.jpg&width=100&height=100
シャリエ日暮里,東京都荒川区西日暮里2丁目41番8号,JR山手線 西日暮里駅 徒歩 4 分,2000年2月,シャリエ日暮里,20万円(-円),2ヶ月,1ヶ月,72.14m²,2LDK,7階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F865f69f1-e902-43f1-80eb-9fa7d83acc7e_property_picture_4104_large.jpg&width=100&height=100
ビルヴィオ東日暮里,東京都荒川区東日暮里4丁目14番6号,JR常磐線(上野～取手) 三河島駅 徒歩 8 分,2016年5月,ビルヴィオ東日暮里,"14.8万円(20,000円)",1ヶ月,1ヶ月,41.44m²,2DK,3階,南,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F121222%252Frent%252F224172%252F1%252F2%252F9fqh.jpg&width=100&height=100
グリーンパーク南千住,東京都荒川区南千住3丁目10番11号,JR常磐線(上野～取手) 南千住駅 徒歩 7 分,1989年11月,グリーンパーク南千住　201号室 0201,18.5万円(-円),1ヶ月,無,53.2m²,2LDK,2階,南,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252Ffce9aedb-f1ed-4146-8793-7c3051fc8bc3_property_picture_686_large.jpg&width=100&height=100
リーフハイツ日暮里,東京都荒川区東日暮里5丁目32番7号,日暮里・舎人ライナー 日暮里駅 徒歩 5 分,1983年2月,リーフハイツ日暮里,"7.9万円(6,000円)",1ヶ月,1ヶ月,22m²,1K,2階,西,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F151480%252Frent%252F48461%252F1%252F2%252F5j1v.jpg&width=100&height=100
ジーベック東日暮里２,東京都荒川区東日暮里1丁目9番10号,東京メトロ日比谷線 三ノ輪駅 徒歩 5 分,2016年2月,ＸＥＢＥＣ東日暮里II,"9.3万円(8,000円)",無,1ヶ月,25.89m²,1K,8階,南東,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107095%252Frent%252F122587%252F1%252F1%252Fpyxl.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里 201,"10.8万円(10,000円)",1ヶ月,無,25.28m²,1K,2階,北,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F128814%252Frent%252F285306%252F1%252F2%252Ft8vh.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里III 701,"23.5万円(15,000円)",無,無,55.8m²,2LDK,7階,西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F44bbfc45-1840-45a4-abcc-664a4bee393c_property_picture_688_large.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里III,"23.7万円(15,000円)",無,無,55.8m²,2LDK,8階,西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F126400%252Frent%252F40854%252F1%252F1%252F82q1.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里III,"23.9万円(15,000円)",無,無,55.8m²,2LDK,7階,西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F203615%252F1%252F1%252Fvfx6.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里III,"24万円(15,000円)",無,無,55.8m²,2LDK,8階,-,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F118411%252Frent%252F103590%252F1%252F1%252Fncth.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里III 801,"24万円(15,000円)",無,無,55.8m²,2LDK,7階,西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F105197%252Frent%252F321306%252F1%252F2%252Fyw2s.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里III,"24.2万円(15,000円)",無,無,55.8m²,2LDK,7階,-,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F116868%252Frent%252F93122%252F1%252F1%252F79o9.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里III,"24.5万円(15,000円)",無,無,57.13m²,3LDK,5階,-,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F118411%252Frent%252F121105%252F1%252F1%252Fm4z0.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里III,"24.7万円(15,000円)",無,無,57.13m²,3LDK,6階,-,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F118411%252Frent%252F125002%252F1%252F2%252Fbhxi.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里III,"24.9万円(15,000円)",無,無,57.13m²,3LDK,7階,西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F107918%252Frent%252F29146%252F1%252F1%252Fij12.jpg&width=100&height=100
ドゥーエ日暮里,東京都荒川区東日暮里6丁目22-,JR常磐線(上野～取手) 三河島駅 徒歩 4 分,2022年2月,ドゥーエ日暮里III,"25.5万円(15,000円)",無,無,55.02m²,3LDK,9階,西,/img/?image=https%3A%2F%2Fimage1.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F126400%252Frent%252F43103%252F1%252F1%252Fnan1.jpg&width=100&height=100
ドゥーエ日暮里III,東京都荒川区東日暮里6丁目5番14号,,2024年11月,ドゥーエ日暮里III 701,"23.5万円(15,000円)",無,無,55.8m²,2LDK,7階,西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimage.homes.renters.jp%252F44bbfc45-1840-45a4-abcc-664a4bee393c_property_picture_688_large.jpg&width=100&height=100
ドゥーエ日暮里III,東京都荒川区東日暮里6丁目5番14号,,2024年11月,ドゥーエ日暮里III,"23.7万円(15,000円)",無,無,55.8m²,2LDK,8階,西,/img/?image=https%3A%2F%2Fimage3.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F126400%252Frent%252F40854%252F1%252F1%252F82q1.jpg&width=100&height=100
ドゥーエ日暮里III,東京都荒川区東日暮里6丁目5番14号,,2024年11月,ドゥーエ日暮里III,"23.9万円(15,000円)",無,無,55.8m²,2LDK,7階,西,/img/?image=https%3A%2F%2Fimage4.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F5051%252Frent%252F203615%252F1%252F1%252Fvfx6.jpg&width=100&height=100
ドゥーエ日暮里III,東京都荒川区東日暮里6丁目5番14号,,2024年11月,ドゥーエ日暮里III,"24万円(15,000円)",無,無,55.8m²,2LDK,8階,-,/img/?image=https%3A%2F%2Fimage2.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F118411%252Frent%252F103590%252F1%252F1%252Fncth.jpg&width=100&height=100
ドゥーエ日暮里III,東京都荒川区東日暮里6丁目5番14号,,2024年11月,ドゥーエ日暮里III 801,"24万円(15,000円)",無,無,55.8m²,2LDK,7階,西,/img/?image=https%3A%2F%2Fimage.homes.jp%2Fsmallimg%2Fimage.php%3Ffile%3Dhttp%253A%252F%252Fimg.homes.jp%252F105197%252Frent%252F321306%252F1%252F2%252Fyw2s.jpg&width=100&height=100
